ENSPHENO:0000018	A metastatic melanoma sample	ncithesaurus:Metastatic_Melanoma	Metastatic Melanoma	false	
ENSPHENO:0000041	ALBUMIN	ncithesaurus:Albumin	Albumin	false	
ENSPHENO:0000041	ALBUMIN	ncithesaurus:Albumin	Albumin	true	
ENSPHENO:0000054	ALLERGIC RHINITIS	ncithesaurus:Allergic_Rhinitis	Allergic Rhinitis	false	
ENSPHENO:0000054	ALLERGIC RHINITIS	ncithesaurus:Allergic_Rhinitis	Allergic Rhinitis	true	
ENSPHENO:0000065	AMYLOID BETA A4 PRECURSOR PROTEIN	ncithesaurus:Amyloid_Beta-A4_Protein_Precursor	Amyloid Beta A4 Protein Precursor	true	
ENSPHENO:0000081	APLASTIC ANEMIA	ncithesaurus:Aplastic_Anemia	Aplastic Anemia	false	
ENSPHENO:0000081	APLASTIC ANEMIA	ncithesaurus:Aplastic_Anemia	Aplastic Anemia	true	
ENSPHENO:0000084	ARGININOSUCCINIC ACIDURIA	ncithesaurus:Argininosuccinic_Aciduria	Argininosuccinic Aciduria	false	
ENSPHENO:0000084	ARGININOSUCCINIC ACIDURIA	ncithesaurus:Argininosuccinic_Aciduria	Argininosuccinic Aciduria	true	
ENSPHENO:0000106	Acyl-CoA dehydrogenase short-chain deficiency	ncithesaurus:Acyl-CoA_Dehydrogenase_Short-Chain_Deficiency	Acyl-CoA Dehydrogenase, Short-Chain Deficiency	false	
ENSPHENO:0000106	Acyl-CoA dehydrogenase short-chain deficiency	ncithesaurus:Acyl-CoA_Dehydrogenase_Short-Chain_Deficiency	Acyl-CoA Dehydrogenase, Short-Chain Deficiency	true	
ENSPHENO:0000118	Alcohol consumption	ncithesaurus:Alcohol_Consumption	Alcohol Consumption	false	
ENSPHENO:0000118	Alcohol consumption	ncithesaurus:Alcohol_Consumption	Alcohol Consumption	true	
ENSPHENO:0000123	Alexander disease	ncithesaurus:Alexander_Disease	Alexander Disease	false	
ENSPHENO:0000123	Alexander disease	ncithesaurus:Alexander_Disease	Alexander Disease	true	
ENSPHENO:0000124	Alkaptonuria	ncithesaurus:Alkaptonuria	Alkaptonuria	false	
ENSPHENO:0000124	Alkaptonuria	ncithesaurus:Alkaptonuria	Alkaptonuria	true	
ENSPHENO:0000128	Alzheimer's disease	ncithesaurus:Alzheimer_s_Disease	Alzheimer's Disease	false	
ENSPHENO:0000128	Alzheimer's disease	ncithesaurus:Alzheimer_s_Disease	Alzheimer's Disease	true	
ENSPHENO:0000135	Amyotrophic lateral sclerosis	ncithesaurus:Amyotrophic_Lateral_Sclerosis	Amyotrophic Lateral Sclerosis	false	
ENSPHENO:0000135	Amyotrophic lateral sclerosis	ncithesaurus:Amyotrophic_Lateral_Sclerosis	Amyotrophic Lateral Sclerosis	true	
ENSPHENO:0000137	Anorexia nervosa	ncithesaurus:Anorexia_Nervosa	Anorexia Nervosa	false	
ENSPHENO:0000137	Anorexia nervosa	ncithesaurus:Anorexia_Nervosa	Anorexia Nervosa	true	
ENSPHENO:0000139	Argininemia	ncithesaurus:Argininemia	Argininemia	false	
ENSPHENO:0000139	Argininemia	ncithesaurus:Argininemia	Argininemia	true	
ENSPHENO:0000143	Asthma	ncithesaurus:Asthma	Asthma	false	
ENSPHENO:0000143	Asthma	ncithesaurus:Asthma	Asthma	true	
ENSPHENO:0000146	Atrial fibrillation	ncithesaurus:Atrial_Fibrillation	Atrial Fibrillation	false	
ENSPHENO:0000146	Atrial fibrillation	ncithesaurus:Atrial_Fibrillation	Atrial Fibrillation	true	
ENSPHENO:0000162	BECKWITH-WIEDEMANN SYNDROME	ncithesaurus:Beckwith-Wiedemann_Syndrome	Beckwith-Wiedemann Syndrome	false	
ENSPHENO:0000162	BECKWITH-WIEDEMANN SYNDROME	ncithesaurus:Beckwith-Wiedemann_Syndrome	Beckwith-Wiedemann Syndrome	true	
